,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,method,vtype,n_obs,clinton,trump,both,other,poll_type,p_clinton,n_clinton,n_respondents
985,general,2016-06-24 00:00:00,2016-06-27 00:00:00,3,2016-06-25 12:00:00,25,5,Morning Consult,Internet,Registered Voters,4001.0,44.0,39.0,83.0,0.0,1,0.5301204819277109,1760.44,3320.83
993,general,2016-06-21 00:00:00,2016-06-27 00:00:00,6,2016-06-24 00:00:00,25,4,Quinnipiac,Live Phone,Registered Voters,1610.0,42.0,40.0,82.0,6.0,1,0.5121951219512195,676.2,1320.2
1001,general,2016-06-20 00:00:00,2016-06-26 00:00:00,6,2016-06-23 00:00:00,25,3,NBC/SurveyMonkey,Internet,Registered Voters,5818.0,49.0,41.0,90.0,0.0,1,0.5444444444444444,2850.82,5236.2
1003,general,2016-06-15 00:00:00,2016-06-26 00:00:00,11,2016-06-20 12:00:00,25,0,Pew,Live Phone,Registered Voters,1655.0,45.0,36.0,81.0,4.0,1,0.5555555555555556,744.75,1340.55
1005,general,2016-06-20 00:00:00,2016-06-23 00:00:00,3,2016-06-21 12:00:00,25,1,ABC/Post,Live Phone,Registered Voters,836.0,51.0,39.0,90.0,8.0,1,0.5666666666666667,426.36,752.4
1007,general,2016-06-19 00:00:00,2016-06-23 00:00:00,4,2016-06-21 00:00:00,25,1,NBC/WSJ,Live Phone,Registered Voters,1000.0,46.0,41.0,87.0,11.0,1,0.5287356321839081,460.0,870.0
1009,general,2016-06-18 00:00:00,2016-06-22 00:00:00,4,2016-06-20 00:00:00,25,0,Ipsos/Reuters,Internet,Registered Voters,1339.0,44.0,34.0,78.0,13.0,1,0.5641025641025641,589.16,1044.42
1013,general,2016-06-20 00:00:00,2016-06-21 00:00:00,1,2016-06-20 12:00:00,25,0,Rasmussen,IVR/Online,Likely Voters,1000.0,44.0,39.0,83.0,11.0,0,0.5301204819277109,440.0,830.0
1014,general,2016-06-18 00:00:00,2016-06-20 00:00:00,2,2016-06-19 00:00:00,24,6,YouGov/Economist,Internet,Registered Voters,1011.0,43.0,39.0,82.0,7.0,1,0.524390243902439,434.73,829.02
1018,general,2016-06-17 00:00:00,2016-06-20 00:00:00,3,2016-06-18 12:00:00,24,5,ARG,Live Phone,Registered Voters,987.0,50.0,41.0,91.0,3.0,1,0.5494505494505495,493.5,898.17
1022,general,2016-06-15 00:00:00,2016-06-20 00:00:00,5,2016-06-17 12:00:00,24,4,Morning Consult,Internet,Registered Voters,3891.0,42.0,40.0,82.0,0.0,1,0.5121951219512195,1634.22,3190.62
1030,general,2016-06-16 00:00:00,2016-06-19 00:00:00,3,2016-06-17 12:00:00,24,4,CNN,Live Phone,Registered Voters,891.0,47.0,42.0,89.0,10.0,1,0.5280898876404494,418.77,792.99
1038,general,2016-06-15 00:00:00,2016-06-19 00:00:00,4,2016-06-17 00:00:00,24,4,Monmouth University,Live Phone,Registered Voters,803.0,47.0,40.0,87.0,5.0,1,0.5402298850574713,377.41,698.61
1046,general,2016-06-13 00:00:00,2016-06-19 00:00:00,6,2016-06-16 00:00:00,24,3,NBC/SurveyMonkey,Internet,Registered Voters,16135.0,48.0,42.0,90.0,0.0,1,0.5333333333333333,7744.8,14521.5
1048,general,2016-06-16 00:00:00,2016-06-16 00:00:00,0,2016-06-16 00:00:00,24,3,Gravis Marketing/OANN,Automated Phone,Registered Voters,2197.0,50.0,45.0,95.0,5.0,1,0.5263157894736842,1098.5,2087.15
1049,general,2016-06-14 00:00:00,2016-06-15 00:00:00,1,2016-06-14 12:00:00,24,1,Rasmussen,IVR/Online,Likely Voters,1000.0,44.0,39.0,83.0,14.0,0,0.5301204819277109,440.0,830.0
1050,general,2016-06-11 00:00:00,2016-06-15 00:00:00,4,2016-06-13 00:00:00,24,0,Ipsos/Reuters,Internet,Registered Voters,1323.0,41.0,32.0,73.0,15.0,1,0.5616438356164384,542.43,965.79
1058,general,2016-06-11 00:00:00,2016-06-13 00:00:00,2,2016-06-12 00:00:00,23,6,CNBC,Live Phone,Registered Voters,801.0,40.0,35.0,75.0,16.0,1,0.5333333333333333,320.4,600.75
1059,general,2016-06-10 00:00:00,2016-06-13 00:00:00,3,2016-06-11 12:00:00,23,5,Bloomberg/Selzer,Live Phone,Likely Voters,750.0,49.0,37.0,86.0,0.0,0,0.5697674418604651,367.5,645.0
1061,general,2016-06-09 00:00:00,2016-06-13 00:00:00,4,2016-06-11 00:00:00,23,5,CBS,Live Phone,Registered Voters,1048.0,43.0,37.0,80.0,5.0,1,0.5375,450.64,838.4
1069,general,2016-06-06 00:00:00,2016-06-12 00:00:00,6,2016-06-09 00:00:00,23,3,NBC/SurveyMonkey,Internet,Registered Voters,9355.0,49.0,42.0,91.0,0.0,1,0.5384615384615384,4583.95,8513.05
1071,general,2016-06-08 00:00:00,2016-06-09 00:00:00,1,2016-06-08 12:00:00,23,2,Morning Consult,Internet,Registered Voters,1362.0,42.0,37.0,79.0,0.0,1,0.5316455696202531,572.04,1075.98
1079,general,2016-06-05 00:00:00,2016-06-08 00:00:00,3,2016-06-06 12:00:00,23,0,FOX,Live Phone,Registered Voters,1004.0,42.0,39.0,81.0,7.0,1,0.5185185185185185,421.68,813.24
1087,general,2016-06-04 00:00:00,2016-06-08 00:00:00,4,2016-06-06 00:00:00,23,0,Ipsos/Reuters,Internet,Registered Voters,1440.0,42.0,34.0,76.0,12.0,1,0.5526315789473685,604.8,1094.4
1091,general,2016-06-06 00:00:00,2016-06-07 00:00:00,1,2016-06-06 12:00:00,23,0,Rasmussen,IVR/Online,Likely Voters,1000.0,42.0,38.0,80.0,15.0,0,0.525,420.0,800.0
1092,general,2016-06-02 00:00:00,2016-06-05 00:00:00,3,2016-06-03 12:00:00,22,4,YouGov/Economist,Internet,Registered Voters,1636.0,44.0,41.0,85.0,6.0,1,0.5176470588235295,719.84,1390.6
1096,general,2016-06-01 00:00:00,2016-06-05 00:00:00,4,2016-06-03 00:00:00,22,4,Morning Consult,Internet,Registered Voters,4002.0,44.0,40.0,84.0,0.0,1,0.5238095238095238,1760.88,3361.68
1100,general,2016-05-31 00:00:00,2016-06-05 00:00:00,5,2016-06-02 12:00:00,22,3,IBD/TIPP,Live Phone,Registered Voters,828.0,45.0,40.0,85.0,9.0,1,0.5294117647058824,372.6,703.8
1108,general,2016-05-30 00:00:00,2016-06-05 00:00:00,6,2016-06-02 00:00:00,22,3,NBC/SurveyMonkey,Internet,Registered Voters,9240.0,48.0,44.0,92.0,0.0,1,0.5217391304347826,4435.2,8500.8
1109,general,2016-05-31 00:00:00,2016-06-01 00:00:00,1,2016-05-31 12:00:00,22,1,Rasmussen,IVR/Online,Likely Voters,1000.0,39.0,38.0,77.0,18.0,0,0.5064935064935064,390.0,770.0
1110,general,2016-05-28 00:00:00,2016-06-01 00:00:00,4,2016-05-30 00:00:00,22,0,Ipsos/Reuters,Internet,Registered Voters,1332.0,43.0,34.0,77.0,13.0,1,0.5584415584415584,572.76,1025.64
1114,general,2016-05-24 00:00:00,2016-05-30 00:00:00,6,2016-05-27 00:00:00,21,4,Morning Consult,Internet,Registered Voters,4002.0,42.0,39.0,81.0,0.0,1,0.5185185185185185,1680.84,3241.62
1118,general,2016-05-24 00:00:00,2016-05-30 00:00:00,6,2016-05-27 00:00:00,21,4,Quinnipiac,Live Phone,Registered Voters,1561.0,45.0,41.0,86.0,3.0,1,0.5232558139534884,702.45,1342.46
1126,general,2016-05-23 00:00:00,2016-05-29 00:00:00,6,2016-05-26 00:00:00,21,3,NBC/SurveyMonkey,Internet,Registered Voters,12969.0,47.0,45.0,92.0,0.0,1,0.5108695652173914,6095.43,11931.48
1127,general,2016-05-21 00:00:00,2016-05-25 00:00:00,4,2016-05-23 00:00:00,21,0,Ipsos/Reuters,Internet,Registered Voters,1271.0,41.0,36.0,77.0,13.0,1,0.5324675324675324,521.11,978.67
1131,general,2016-05-23 00:00:00,2016-05-24 00:00:00,1,2016-05-23 12:00:00,21,0,Rasmussen,IVR/Online,Likely Voters,1000.0,40.0,39.0,79.0,14.0,0,0.5063291139240507,400.0,790.0
1132,general,2016-05-20 00:00:00,2016-05-23 00:00:00,3,2016-05-21 12:00:00,20,5,YouGov/Economist,Internet,Registered Voters,1622.0,42.0,41.0,83.0,7.0,1,0.5060240963855421,681.24,1346.26
1136,general,2016-05-19 00:00:00,2016-05-23 00:00:00,4,2016-05-21 00:00:00,20,5,Morning Consult,Internet,Registered Voters,2001.0,42.0,40.0,82.0,0.0,1,0.5121951219512195,840.42,1640.82
1140,general,2016-05-16 00:00:00,2016-05-22 00:00:00,6,2016-05-19 00:00:00,20,3,NBC/SurveyMonkey,Internet,Registered Voters,14513.0,47.0,43.0,90.0,0.0,1,0.5222222222222223,6821.11,13061.7
1141,general,2016-05-17 00:00:00,2016-05-20 00:00:00,3,2016-05-18 12:00:00,20,2,ARG,Live Phone,Registered Voters,980.0,46.0,46.0,92.0,2.0,1,0.5,450.8,901.6
1142,general,2016-05-16 00:00:00,2016-05-19 00:00:00,3,2016-05-17 12:00:00,20,1,Schoen (D),Live Phone,Likely Voters,1000.0,44.0,42.0,86.0,0.0,0,0.5116279069767442,440.0,860.0
1143,general,2016-05-16 00:00:00,2016-05-19 00:00:00,3,2016-05-17 12:00:00,20,1,ABC/Post,Live Phone,Registered Voters,829.0,44.0,46.0,90.0,7.0,1,0.4888888888888889,364.76,746.1
1144,general,2016-05-15 00:00:00,2016-05-19 00:00:00,4,2016-05-17 00:00:00,20,1,NBC/WSJ,Live Phone,Registered Voters,1000.0,46.0,43.0,89.0,9.0,1,0.5168539325842697,460.0,890.0
1145,general,2016-05-17 00:00:00,2016-05-18 00:00:00,1,2016-05-17 12:00:00,20,1,Rasmussen,IVR/Online,Likely Voters,1000.0,37.0,42.0,79.0,13.0,0,0.46835443037974683,370.0,790.0
1146,general,2016-05-14 00:00:00,2016-05-18 00:00:00,4,2016-05-16 00:00:00,20,0,Ipsos/Reuters,Internet,Registered Voters,1397.0,41.0,36.0,77.0,14.0,1,0.5324675324675324,572.77,1075.69
1150,general,2016-05-14 00:00:00,2016-05-17 00:00:00,3,2016-05-15 12:00:00,19,6,FOX,Live Phone,Registered Voters,1021.0,42.0,45.0,87.0,3.0,1,0.4827586206896552,428.82,888.27
1158,general,2016-05-13 00:00:00,2016-05-17 00:00:00,4,2016-05-15 00:00:00,19,6,CBS/Times,Live Phone,Registered Voters,1109.0,47.0,41.0,88.0,2.0,1,0.5340909090909091,521.23,975.92
1162,general,2016-05-11 00:00:00,2016-05-16 00:00:00,5,2016-05-13 12:00:00,19,4,McLaughlin (R),Internet,Likely Voters,1000.0,46.0,42.0,88.0,0.0,0,0.5227272727272727,460.0,880.0
1166,general,2016-05-11 00:00:00,2016-05-15 00:00:00,4,2016-05-13 00:00:00,19,4,Morning Consult,Internet,Registered Voters,3971.0,42.0,40.0,82.0,0.0,1,0.5121951219512195,1667.82,3256.22
1170,general,2016-05-09 00:00:00,2016-05-15 00:00:00,6,2016-05-12 00:00:00,19,3,NBC/SurveyMonkey,Internet,Registered Voters,12507.0,48.0,45.0,93.0,0.0,1,0.5161290322580645,6003.36,11631.51
1171,general,2016-05-07 00:00:00,2016-05-11 00:00:00,4,2016-05-09 00:00:00,19,0,Ipsos/Reuters,Internet,Registered Voters,1397.0,41.0,37.0,78.0,14.0,1,0.5256410256410257,572.77,1089.66
1175,general,2016-05-10 00:00:00,2016-05-10 00:00:00,0,2016-05-10 00:00:00,19,1,Gravis Marketing/OANN,Automated Phone,Registered Voters,1574.0,51.0,49.0,100.0,0.0,1,0.51,802.74,1574.0
1176,general,2016-05-06 00:00:00,2016-05-09 00:00:00,3,2016-05-07 12:00:00,18,5,YouGov/Economist,Internet,Registered Voters,1612.0,42.0,40.0,82.0,6.0,1,0.5121951219512195,677.04,1321.84
1180,general,2016-05-06 00:00:00,2016-05-09 00:00:00,3,2016-05-07 12:00:00,18,5,PPP (D),IVR/Online,Likely Voters,1222.0,42.0,38.0,80.0,2.0,0,0.525,513.24,977.6
1188,general,2016-05-05 00:00:00,2016-05-09 00:00:00,4,2016-05-07 00:00:00,18,5,Morning Consult,Internet,Registered Voters,6005.0,44.0,38.0,82.0,0.0,1,0.5365853658536586,2642.2,4924.1
1192,general,2016-05-02 00:00:00,2016-05-08 00:00:00,6,2016-05-05 00:00:00,18,3,NBC/SurveyMonkey,Internet,Registered Voters,11089.0,49.0,44.0,93.0,0.0,1,0.5268817204301075,5433.61,10312.77
1193,general,2016-04-30 00:00:00,2016-05-04 00:00:00,4,2016-05-02 00:00:00,18,0,Ipsos/Reuters,Internet,Registered Voters,1102.0,45.0,36.0,81.0,10.0,1,0.5555555555555556,495.9,892.62
1194,general,2016-04-29 00:00:00,2016-05-02 00:00:00,3,2016-04-30 12:00:00,17,5,Morning Consult,Internet,Registered Voters,1976.0,45.0,40.0,85.0,0.0,1,0.5294117647058824,889.2,1679.6
1198,general,2016-04-28 00:00:00,2016-05-01 00:00:00,3,2016-04-29 12:00:00,17,4,CNN,Live Phone,Registered Voters,890.0,54.0,41.0,95.0,5.0,1,0.5684210526315789,480.6,845.5
1202,general,2016-04-25 00:00:00,2016-05-01 00:00:00,6,2016-04-28 00:00:00,17,3,NBC/SurveyMonkey,Internet,Registered Voters,12462.0,43.0,37.0,80.0,0.0,1,0.5375,5358.66,9969.6
1203,general,2016-04-26 00:00:00,2016-04-29 00:00:00,3,2016-04-27 12:00:00,17,2,Morning Consult,Internet,Registered Voters,1964.0,46.0,39.0,85.0,0.0,1,0.5411764705882353,903.44,1669.4
1207,general,2016-04-27 00:00:00,2016-04-28 00:00:00,1,2016-04-27 12:00:00,17,2,Rasmussen,IVR/Online,Likely Voters,1000.0,39.0,41.0,80.0,15.0,0,0.4875,390.0,800.0
1208,general,2016-04-22 00:00:00,2016-04-28 00:00:00,6,2016-04-25 00:00:00,17,0,IBD/TIPP,Live Phone,Registered Voters,814.0,47.0,40.0,87.0,7.0,1,0.5402298850574713,382.58,708.18
1212,general,2016-04-23 00:00:00,2016-04-27 00:00:00,4,2016-04-25 00:00:00,17,0,Ipsos/Reuters,Internet,Registered Voters,1756.0,43.0,36.0,79.0,13.0,1,0.5443037974683544,755.08,1387.24
1213,general,2016-04-25 00:00:00,2016-04-26 00:00:00,1,2016-04-25 12:00:00,17,0,Rasmussen,IVR/Online,Likely Voters,1000.0,38.0,38.0,76.0,16.0,0,0.5,380.0,760.0
1214,general,2016-04-22 00:00:00,2016-04-26 00:00:00,4,2016-04-24 00:00:00,16,6,YouGov/Economist,Internet,Registered Voters,1561.0,43.0,40.0,83.0,5.0,1,0.5180722891566265,671.23,1295.63
1218,general,2016-04-20 00:00:00,2016-04-24 00:00:00,4,2016-04-22 00:00:00,16,4,Suffolk/USA Today,Live Phone,Likely Voters,1000.0,50.0,39.0,89.0,0.0,0,0.5617977528089888,500.0,890.0
1222,general,2016-04-18 00:00:00,2016-04-24 00:00:00,6,2016-04-21 00:00:00,16,3,NBC/SurveyMonkey,Internet,Registered Voters,9405.0,44.0,36.0,80.0,0.0,1,0.55,4138.2,7524.0
1223,general,2016-04-20 00:00:00,2016-04-22 00:00:00,2,2016-04-21 00:00:00,16,3,Morning Consult,Internet,Registered Voters,2003.0,46.0,40.0,86.0,0.0,1,0.5348837209302325,921.38,1722.58
1227,general,2016-04-19 00:00:00,2016-04-20 00:00:00,1,2016-04-19 12:00:00,16,1,Zogby (Internet),Internet,Likely Voters,834.0,47.0,40.0,87.0,0.0,0,0.5402298850574713,391.98,725.58
1228,general,2016-04-17 00:00:00,2016-04-20 00:00:00,3,2016-04-18 12:00:00,16,0,GWU/Battleground,Live Phone,Likely Voters,1000.0,46.0,43.0,89.0,0.0,0,0.5168539325842697,460.0,890.0
1232,general,2016-04-16 00:00:00,2016-04-20 00:00:00,4,2016-04-18 00:00:00,16,0,Ipsos/Reuters,Internet,Registered Voters,1334.0,44.0,33.0,77.0,12.0,1,0.5714285714285714,586.96,1027.18
1233,general,2016-04-15 00:00:00,2016-04-17 00:00:00,2,2016-04-16 00:00:00,15,5,Morning Consult,Internet,Registered Voters,2032.0,46.0,37.0,83.0,0.0,1,0.5542168674698795,934.72,1686.56
1237,general,2016-04-11 00:00:00,2016-04-17 00:00:00,6,2016-04-14 00:00:00,15,3,NBC/SurveyMonkey,Internet,Registered Voters,11498.0,48.0,39.0,87.0,0.0,1,0.5517241379310345,5519.04,10003.26
1238,general,2016-04-10 00:00:00,2016-04-14 00:00:00,4,2016-04-12 00:00:00,15,1,NBC/WSJ,Live Phone,Registered Voters,1000.0,50.0,39.0,89.0,9.0,1,0.5617977528089888,500.0,890.0
1239,general,2016-04-11 00:00:00,2016-04-13 00:00:00,2,2016-04-12 00:00:00,15,1,FOX,Live Phone,Registered Voters,1021.0,48.0,41.0,89.0,2.0,1,0.5393258426966292,490.08,908.69
1243,general,2016-04-09 00:00:00,2016-04-13 00:00:00,4,2016-04-11 00:00:00,15,0,Ipsos/Reuters,Internet,Registered Voters,1424.0,43.0,34.0,77.0,15.0,1,0.5584415584415584,612.32,1096.48
1244,general,2016-04-08 00:00:00,2016-04-12 00:00:00,4,2016-04-10 00:00:00,14,6,CBS,Live Phone,Registered Voters,1098.0,50.0,40.0,90.0,1.0,1,0.5555555555555556,549.0,988.2
1248,general,2016-04-08 00:00:00,2016-04-11 00:00:00,3,2016-04-09 12:00:00,14,5,Morning Consult,Internet,Registered Voters,4015.0,46.0,37.0,83.0,0.0,1,0.5542168674698795,1846.9,3332.45
1252,general,2016-04-04 00:00:00,2016-04-10 00:00:00,6,2016-04-07 00:00:00,14,3,NBC/SurveyMonkey,Internet,Registered Voters,11204.0,43.0,36.0,79.0,0.0,1,0.5443037974683544,4817.72,8851.16
1253,general,2016-04-02 00:00:00,2016-04-06 00:00:00,4,2016-04-04 00:00:00,14,0,Ipsos/Reuters,Internet,Registered Voters,1325.0,39.0,34.0,73.0,16.0,1,0.5342465753424658,516.75,967.25
1254,general,2016-04-01 00:00:00,2016-04-03 00:00:00,2,2016-04-02 00:00:00,13,5,Morning Consult,Internet,Registered Voters,2004.0,45.0,38.0,83.0,0.0,1,0.5421686746987951,901.8,1663.32
0,california,2016-10-28 00:00:00,2016-10-31 00:00:00,3,2016-10-29 12:00:00,43,5,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,747.0,56.0,35.0,91.0,5.0,0,0.6153846153846154,418.32,679.77
1,california,2016-10-25 00:00:00,2016-10-31 00:00:00,6,2016-10-28 00:00:00,43,4,SurveyMonkey,Internet,Likely Voters,2505.0,55.0,30.0,85.0,12.0,0,0.6470588235294118,1377.75,2129.25
2,california,2016-10-23 00:00:00,2016-10-29 00:00:00,6,2016-10-26 00:00:00,43,2,UPI/CVOTER,Internet,Likely Voters,481.0,58.0,38.0,96.0,4.0,0,0.6041666666666666,278.98,461.76
3,california,2016-10-07 00:00:00,2016-10-27 00:00:00,20,2016-10-17 00:00:00,42,0,Ipsos/Reuters,Internet,Likely Voters,1779.0,65.0,26.0,91.0,0.0,0,0.7142857142857143,1156.35,1618.89
4,california,2016-10-18 00:00:00,2016-10-24 00:00:00,6,2016-10-21 00:00:00,42,4,SurveyMonkey,Internet,Likely Voters,1923.0,54.0,31.0,85.0,13.0,0,0.6352941176470588,1038.42,1634.55
5,california,2016-10-14 00:00:00,2016-10-23 00:00:00,9,2016-10-18 12:00:00,42,1,PPIC,Live Phone,Likely Voters,1012.0,54.0,28.0,82.0,12.0,0,0.6585365853658537,546.48,829.84
6,california,2016-10-13 00:00:00,2016-10-15 00:00:00,2,2016-10-14 00:00:00,41,4,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,725.0,56.0,30.0,86.0,6.0,0,0.6511627906976745,406.0,623.5
7,california,2016-10-07 00:00:00,2016-10-13 00:00:00,6,2016-10-10 00:00:00,41,0,Sacramento State,Internet,Likely Voters,622.0,61.0,25.0,86.0,7.0,0,0.7093023255813954,379.42,534.92
8,california,2016-09-16 00:00:00,2016-10-06 00:00:00,20,2016-09-26 00:00:00,39,0,Ipsos/Reuters,Internet,Likely Voters,1885.0,61.0,28.0,89.0,0.0,0,0.6853932584269663,1149.85,1677.65
9,california,2016-09-27 00:00:00,2016-09-28 00:00:00,1,2016-09-27 12:00:00,39,1,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,732.0,59.0,33.0,92.0,5.0,0,0.6413043478260869,431.88,673.44
10,california,2016-09-09 00:00:00,2016-09-18 00:00:00,9,2016-09-13 12:00:00,37,1,PPIC,Live Phone,Likely Voters,1045.0,47.0,31.0,78.0,17.0,0,0.6025641025641025,491.15,815.1
11,california,2016-08-26 00:00:00,2016-09-15 00:00:00,20,2016-09-05 00:00:00,36,0,Ipsos/Reuters,Internet,Likely Voters,1189.0,63.0,24.0,87.0,0.0,0,0.7241379310344828,749.07,1034.43
12,california,2016-09-12 00:00:00,2016-09-14 00:00:00,2,2016-09-13 00:00:00,37,1,Insights West,Internet,Likely Voters,515.0,57.0,30.0,87.0,4.0,0,0.6551724137931034,293.55,448.05
13,california,2016-09-07 00:00:00,2016-09-13 00:00:00,6,2016-09-10 00:00:00,36,5,Field/UC Berkeley/YouGov,Internet,Likely Voters,1426.0,50.0,33.0,83.0,11.0,0,0.6024096385542169,713.0,1183.58
14,california,2016-09-08 00:00:00,2016-09-11 00:00:00,3,2016-09-09 12:00:00,36,4,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,678.0,57.0,32.0,89.0,4.0,0,0.6404494382022472,386.46,603.42
15,california,2016-09-01 00:00:00,2016-09-08 00:00:00,7,2016-09-04 12:00:00,35,6,SurveyMonkey/LA Times,Internet,Registered Voters,4212.0,58.0,33.0,91.0,0.0,1,0.6373626373626373,2442.96,3832.92
17,california,2016-08-09 00:00:00,2016-09-01 00:00:00,23,2016-08-20 12:00:00,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2574.0,57.0,33.0,90.0,0.0,1,0.6333333333333333,1467.18,2316.6
19,california,2016-07-10 00:00:00,2016-07-19 00:00:00,9,2016-07-14 12:00:00,28,3,PPIC,Live Phone,Likely Voters,1056.0,46.0,30.0,76.0,15.0,0,0.6052631578947368,485.76,802.56
20,california,2016-06-08 00:00:00,2016-07-02 00:00:00,24,2016-06-20 00:00:00,25,0,Field,Live Phone,Likely Voters,956.0,58.0,28.0,86.0,0.0,0,0.6744186046511628,554.48,822.16
22,california,2016-06-09 00:00:00,2016-06-10 00:00:00,1,2016-06-09 12:00:00,23,3,SurveyMonkey/USC/LA Times,Live Phone,Likely Voters,1264.0,54.0,28.0,82.0,12.0,0,0.6585365853658537,682.56,1036.48
24,california,2016-05-31 00:00:00,2016-06-03 00:00:00,3,2016-06-01 12:00:00,22,2,CBS/YouGov,Internet,Likely Voters,1187.0,48.0,33.0,81.0,12.0,0,0.5925925925925926,569.76,961.47
25,california,2016-05-29 00:00:00,2016-05-31 00:00:00,2,2016-05-30 00:00:00,22,0,NBC/WSJ/Marist,Live Phone,Registered Voters,1833.0,55.0,31.0,86.0,8.0,1,0.6395348837209303,1008.15,1576.38
26,california,2016-05-26 00:00:00,2016-05-31 00:00:00,5,2016-05-28 12:00:00,21,5,Field,Live Phone,Likely Voters,1002.0,53.0,34.0,87.0,0.0,0,0.6091954022988506,531.06,871.74
27,california,2016-05-19 00:00:00,2016-05-31 00:00:00,12,2016-05-25 00:00:00,21,2,USC/LA Times,Live Phone,Likely Voters,1150.0,54.0,33.0,87.0,4.0,0,0.6206896551724138,621.0,1000.5
28,california,2016-05-19 00:00:00,2016-05-22 00:00:00,3,2016-05-20 12:00:00,20,4,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,1383.0,52.0,38.0,90.0,0.0,0,0.5777777777777777,719.16,1244.7
29,california,2016-05-13 00:00:00,2016-05-22 00:00:00,9,2016-05-17 12:00:00,20,1,PPIC,Live Phone,Likely Voters,996.0,49.0,39.0,88.0,7.0,0,0.5568181818181818,488.04,876.48
30,california,2016-05-04 00:00:00,2016-05-16 00:00:00,12,2016-05-10 00:00:00,19,1,YouGov/Hoover Institution,Internet,Likely Voters,1196.0,45.0,33.0,78.0,12.0,0,0.5769230769230769,538.2,932.88
31,california,2016-04-27 00:00:00,2016-04-30 00:00:00,3,2016-04-28 12:00:00,17,3,SurveyUSA/KABC/SCNG,IVR/Online,Likely Voters,1683.0,56.0,34.0,90.0,0.0,0,0.6222222222222222,942.48,1514.7
33,california,2016-03-30 00:00:00,2016-04-03 00:00:00,4,2016-04-01 00:00:00,13,4,SurveyUSA,IVR/Online,Likely Voters,1507.0,60.0,26.0,86.0,0.0,0,0.6976744186046512,904.2,1296.02
0,florida,2016-10-25 00:00:00,2016-10-31 00:00:00,6,2016-10-28 00:00:00,43,4,SurveyMonkey,Internet,Likely Voters,2809.0,46.0,45.0,91.0,17.0,0,0.5054945054945055,1292.14,2556.19
1,florida,2016-10-30 00:00:00,2016-10-30 00:00:00,0,2016-10-30 00:00:00,43,6,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,989.0,44.0,48.0,92.0,8.0,0,0.4782608695652174,435.16,909.88
2,florida,2016-10-23 00:00:00,2016-10-29 00:00:00,6,2016-10-26 00:00:00,43,2,UPI/CVOTER,Internet,Likely Voters,408.0,48.0,47.0,95.0,5.0,0,0.5052631578947369,195.84,387.6
3,florida,2016-10-25 00:00:00,2016-10-27 00:00:00,2,2016-10-26 00:00:00,43,2,NYT Upshot/Siena,Live Phone,Likely Voters,814.0,42.0,46.0,88.0,15.0,0,0.4772727272727273,341.88,716.32
5,florida,2016-10-07 00:00:00,2016-10-27 00:00:00,20,2016-10-17 00:00:00,42,0,Ipsos/Reuters,Internet,Likely Voters,1110.0,49.0,45.0,94.0,0.0,0,0.5212765957446809,543.9,1043.4
6,florida,2016-10-25 00:00:00,2016-10-26 00:00:00,1,2016-10-25 12:00:00,43,1,NBC/WSJ/Marist,Live Phone,Likely Voters,779.0,46.0,46.0,92.0,7.0,0,0.5,358.34,716.68
8,florida,2016-10-22 00:00:00,2016-10-26 00:00:00,4,2016-10-24 00:00:00,43,0,Saint Leo University,Internet,Likely Voters,1028.0,50.0,37.0,87.0,16.0,0,0.5747126436781609,514.0,894.36
10,florida,2016-10-20 00:00:00,2016-10-25 00:00:00,5,2016-10-22 12:00:00,42,5,UNF,Live Phone,Likely Voters,786.0,46.0,44.0,90.0,3.0,0,0.5111111111111111,361.56,707.4
12,florida,2016-10-21 00:00:00,2016-10-24 00:00:00,3,2016-10-22 12:00:00,42,5,Bloomberg/Selzer,Live Phone,Likely Voters,953.0,45.0,46.0,91.0,4.0,0,0.4945054945054945,428.85,867.23
14,florida,2016-10-20 00:00:00,2016-10-24 00:00:00,4,2016-10-22 00:00:00,42,5,SurveyUSA/Bay News 9/News 13,IVR/Online,Likely Voters,1251.0,48.0,45.0,93.0,10.0,0,0.5161290322580645,600.48,1163.43
15,florida,2016-10-18 00:00:00,2016-10-24 00:00:00,6,2016-10-21 00:00:00,42,4,SurveyMonkey,Internet,Likely Voters,2765.0,47.0,44.0,91.0,17.0,0,0.5164835164835165,1299.55,2516.15
16,florida,2016-10-20 00:00:00,2016-10-22 00:00:00,2,2016-10-21 00:00:00,42,4,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1646.0,46.0,46.0,92.0,8.0,0,0.5,757.16,1514.32
17,florida,2016-10-20 00:00:00,2016-10-21 00:00:00,1,2016-10-20 12:00:00,42,3,CBS/YouGov,Internet,Likely Voters,1042.0,46.0,43.0,89.0,13.0,0,0.5168539325842697,479.32,927.38
